var	Estimate	SE	P.Val	Nag.R2	FDR	varOrig	varlabel
v754wp_1	0.00136839989271332	0.445572867312359	0.997551127078205	4.654187e-9	0.999925640222444	v754wp	get aids by sharing food with person who has aids
v754wp_8	-1.09559567581242	1.0293157395671	0.28778367051076	3.11204430109124e-4	0.441663615539932	v754wp	get aids by sharing food with person who has aids
v756_0	-0.836981412543577	0.671573622036494	0.213373329559166	5.96970760262217e-4	0.351134363742154	v756	can a healthy person have aids
v756_1	1.14314137603289	0.670749687819122	0.0890949666564908	0.00123148382386673	0.167792648358227	v756	can a healthy person have aids
v756_8	-14.4727697311305	0.232009399511408	4.086812e-210	9.33663053986122e-4	2.5399101812766e-208	v756	can a healthy person have aids
v756_9	-10.6268332474727	1.0155541955433	7.566038e-23	2.21753445317496e-5	1.99822757667269e-22	v756	can a healthy person have aids
v759a_0	-12.4180958116651	0.335862824914585	4.939865e-132	1.74171917603938e-4	5.61453138715953e-131	v759a	acceptable to discuss aids on radio
v759a_1	12.417248913702	0.322519323496232	1.372623e-137	1.91649171912611e-4	1.72820335474138e-136	v759a	acceptable to discuss aids on radio
v759a_9	-10.3980193853135	0.893670474250855	3.353494e-27	1.73853904027466e-5	9.27609467234848e-27	v759a	acceptable to discuss aids on radio
v759b_0	-13.4292946121923	0.308168806620542	3.52499e-155	2.39048140021625e-4	5.81722925988701e-154	v759b	acceptable to discuss aids on tv
v759b_1	13.4281526164871	0.299475111436335	2.397838e-159	2.56559612172969e-4	4.27078341341463e-158	v759b	acceptable to discuss aids on tv
v759b_9	-10.3980193853135	0.893670474250855	3.353494e-27	1.73853904027466e-5	9.27609467234848e-27	v759b	acceptable to discuss aids on tv
v759c_0	-13.4094656912593	0.291250418924944	3.01937e-163	2.41748540721565e-4	5.76443122222222e-162	v759c	acceptable to discuss aids in newspapers
v759c_1	13.4097175242516	0.283857018662189	4.516718e-167	2.59261436766356e-4	9.29107977323944e-166	v759c	acceptable to discuss aids in newspapers
v759c_9	-10.3980193853135	0.893670474250855	3.353494e-27	1.73853904027466e-5	9.27609467234848e-27	v759c	acceptable to discuss aids in newspapers
v762aa_0	0.490738029206774	0.798770448252888	0.539317101610479	2.08382018626385e-4	0.695209732481999	v762aa	source for condoms: government hospital
v762aa_1	-0.483330969357435	0.798853835638059	0.545496712553334	2.01667824779261e-4	0.701318616799423	v762aa	source for condoms: government hospital
v762aa_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762aa	source for condoms: government hospital
v762ab_0	0.208900428616509	0.78706019147497	0.790821708664165	2.65711463267593e-5	0.874996292048495	v762ab	source for condoms: government health center/post
v762ab_1	-0.196629708990053	0.787101179758456	0.802856740816253	2.34492367585659e-5	0.884091994094761	v762ab	source for condoms: government health center/post
v762ab_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ab	source for condoms: government health center/post
v762ac_0	13.4824611786929	0.2574985767256	1.177342e-182	5.8162735292544e-4	3.40496631881188e-181	v762ac	source for condoms: family planning clinic
v762ac_1	-13.4869403535102	0.260892924121031	1.068112e-180	5.64349021872301e-4	3.02908267184466e-179	v762ac	source for condoms: family planning clinic
v762ac_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ac	source for condoms: family planning clinic
v762ad_0	11.4116672600979	0.458548121363174	1.073691e-83	8.34169663405104e-5	6.9539942594235e-83	v762ad	source for condoms: mobile clinic
v762ad_1	-11.4354163551993	0.51858920634216	2.044752e-71	6.6398163859116e-5	1.12905871304348e-70	v762ad	source for condoms: mobile clinic
v762ad_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ad	source for condoms: mobile clinic
v762ae_0	13.3937506750913	0.330799300176634	1.229045e-144	3.00365458528074e-4	1.68546499765258e-143	v762ae	source for condoms: public field worker
v762ae_1	-13.3971047258156	0.342227204474941	6.677496e-140	2.8323403928121e-4	8.668873696e-139	v762ae	source for condoms: public field worker
v762ae_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ae	source for condoms: public field worker
v762af_0	10.3239329748329	0.814231237344712	2.871744e-31	1.6984170252865e-5	8.40517457314629e-31	v762af	source for condoms: other public
v762af_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762af	source for condoms: other public
v762aj_0	13.4705004217818	0.262856819128618	2.30249e-179	5.77509317013059e-4	6.11415753636364e-178	v762aj	source for condoms: private hosp, clinic
v762aj_1	-13.4744201783092	0.266343046741333	2.124311e-177	5.6023314615572e-4	5.35071046293103e-176	v762aj	source for condoms: private hosp, clinic
v762aj_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762aj	source for condoms: private hosp, clinic
v762ak_0	-0.967633813738794	0.547284313265976	0.0778011353374464	0.00178433335568529	0.147473793848592	v762ak	source for condoms: pharmacy
v762ak_1	0.970600276519976	0.547158624919643	0.0768304775714744	0.00179660658676217	0.146012811643526	v762ak	source for condoms: pharmacy
v762ak_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ak	source for condoms: pharmacy
v762al_0	12.4153025445232	0.398040819813611	7.578698e-110	1.09432508520135e-4	6.64786091831832e-109	v762al	source for condoms: private doctor
v762al_1	-12.4327654696295	0.434677101290654	2.448754e-99	9.24001323111545e-5	1.84827142997416e-98	v762al	source for condoms: private doctor
v762al_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762al	source for condoms: private doctor
v762am_0	12.3768587989416	0.442334812645947	9.166654e-97	8.57094964923366e-5	6.71072589824561e-96	v762am	source for condoms: private mobile clinic
v762am_1	-11.3896979247646	0.494329311794935	9.986692e-76	6.86888830468968e-5	5.92909092113821e-75	v762am	source for condoms: private mobile clinic
v762am_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762am	source for condoms: private mobile clinic
v762an_0	-0.568817783310615	1.03887431796648	0.584313590842168	1.78382132955845e-4	0.729705001645991	v762an	source for condoms: private field worker
v762an_1	0.590936272677012	1.03959263413895	0.570056871579467	1.91286904516086e-4	0.719266714562212	v762an	source for condoms: private field worker
v762an_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762an	source for condoms: private field worker
v762ao_0	11.5735868464792	0.718057820565628	1.562647e-45	4.69674992423785e-5	5.70561485875e-45	v762ao	source for condoms: other private
v762ao_1	-10.7911975127334	1.01153540388831	1.374033e-23	2.99671289191172e-5	3.68553755096419e-23	v762ao	source for condoms: other private
v762ao_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ao	source for condoms: other private
v762aq_0	12.4774175185331	0.387190404583693	5.99359e-114	1.48753435043836e-4	5.40348036728395e-113	v762aq	source for condoms: maternity home
v762aq_1	-12.4995174107606	0.41345694250833	5.418544e-106	1.31700720610084e-4	4.47106413107345e-105	v762aq	source for condoms: maternity home
v762aq_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762aq	source for condoms: maternity home
v762as_0	14.512715417537	0.237713981602358	1.105181e-206	0.00147777616663913	5.7647030375e-205	v762as	source for condoms: shop
v762as_1	-14.5141139545011	0.238784285530895	5.524604e-206	0.00146002099388443	2.6454702104918e-204	v762as	source for condoms: shop
v762as_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762as	source for condoms: shop
v762at_0	10.3239329748329	0.814231237344712	2.871744e-31	1.6984170252865e-5	8.40517457314629e-31	v762at	source for condoms: church
v762at_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762at	source for condoms: church
v762au_0	12.4519112110088	0.321919080962381	3.110299e-138	2.38168903695546e-4	3.95007973e-137	v762au	source for condoms: friends, relatives
v762au_1	-12.4619712596628	0.333164448355115	1.295047e-133	2.21069845474098e-4	1.5131329148e-132	v762au	source for condoms: friends, relatives
v762au_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762au	source for condoms: friends, relatives
v762ax_0	10.3239329748329	0.814231237344712	2.871744e-31	1.6984170252865e-5	8.40517457314629e-31	v762ax	source for condoms: other
v762ax_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762ax	source for condoms: other
v762az_0	0.679968502333763	0.551083543650949	0.217963067962924	8.19365641680614e-4	0.355880448026664	v762az	source for condoms: dk source for condom
v762az_1	-0.67646133660903	0.551244293996109	0.220476015656234	8.10203342278326e-4	0.358514629740191	v762az	source for condoms: dk source for condom
v762az_9	-10.3239329740158	0.81423123485712	2.871743e-31	1.69841702530871e-5	8.40517457314629e-31	v762az	source for condoms: dk source for condom
v762ba_0	0.578054214911749	1.02716001025903	0.573902542299655	2.1456372920603e-4	0.721968639367109	v762ba	source for female condoms: government hospital
v762ba_1	-0.573051119418902	1.0272068412186799	0.577238480049921	2.10515921339915e-4	0.725522203195275	v762ba	source for female condoms: government hospital
v762ba_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762ba	source for female condoms: government hospital
v762bb_0	-0.0320020658214867	0.768409816939632	0.966800472106551	5.77894785025457e-7	0.983637819234843	v762bb	source for female condoms: government health center/post
v762bb_1	0.0401447365340222	0.768319962812966	0.958355171796412	9.07082541301563e-7	0.979751725116456	v762bb	source for female condoms: government health center/post
v762bb_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bb	source for female condoms: government health center/post
v762bc_0	13.4792482868043	0.264998095784586	3.172093e-178	4.30544748192152e-4	8.19972004690266e-177	v762bc	source for female condoms: family planning clinic
v762bc_1	-13.4886777461749	0.267690406945852	8.591951e-177	4.21377635856701e-4	2.1450503308547e-175	v762bc	source for female condoms: family planning clinic
v762bc_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bc	source for female condoms: family planning clinic
v762bd_0	11.3296055437486	0.632564707956832	2.744987e-53	3.43686450953173e-5	1.12613862738764e-52	v762bd	source for female condoms: mobile clinic
v762bd_1	-10.4180177917912	0.801873512321542	1.624349e-32	2.53107582238732e-5	4.93214493659044e-32	v762bd	source for female condoms: mobile clinic
v762bd_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bd	source for female condoms: mobile clinic
v762be_0	12.3943837516055	0.472713585166351	2.241583e-89	1.41114744989568e-4	1.54062681011765e-88	v762be	source for female condoms: public field worker
v762be_1	-12.4164909491807	0.498811591799088	1.015703e-83	1.32027860422212e-4	6.59304102888889e-83	v762be	source for female condoms: public field worker
v762be_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762be	source for female condoms: public field worker
v762bf_0	10.1377440487637	0.656421283648781	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bf	source for female condoms: other public
v762bf_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bf	source for female condoms: other public
v762bj_0	13.4438806660904	0.306738912405975	5.15929e-156	3.48557996517784e-4	8.61159205142857e-155	v762bj	source for female condoms: private hosp, clinic
v762bj_1	-13.4540764233172	0.311626690538151	7.920303e-154	3.39413675173983e-4	1.26421885590164e-152	v762bj	source for female condoms: private hosp, clinic
v762bj_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bj	source for female condoms: private hosp, clinic
v762bk_0	-0.612879885107663	0.386451320107248	0.113536556893884	0.00145061203328944	0.206386991725114	v762bk	source for female condoms: pharmacy
v762bk_1	0.61403671194343	0.386428537480991	0.112837747917541	0.00145611383891142	0.205485699293726	v762bk	source for female condoms: pharmacy
v762bk_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bk	source for female condoms: pharmacy
v762bl_0	10.1999478893688	0.61051645836671	4.572693e-48	1.75982993101398e-5	1.74827699646597e-47	v762bl	source for female condoms: private doctor
v762bl_1	-9.27362343144484	1.01462516590127	3.022392e-18	8.54521886617388e-6	7.31433888318144e-18	v762bl	source for female condoms: private doctor
v762bl_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bl	source for female condoms: private doctor
v762bm_0	11.4265161577105	0.469241231660915	2.144201e-81	8.48796702002108e-5	1.34115869828694e-80	v762bm	source for female condoms: private mobile clinic
v762bm_1	-11.4727481842628	0.509898274328991	2.247952e-73	7.58083705528767e-5	1.27748400622568e-72	v762bm	source for female condoms: private mobile clinic
v762bm_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bm	source for female condoms: private mobile clinic
v762bn_0	-1.36439284225681	1.03953681406658	0.19009271074466	8.21607543620262e-4	0.318824974449511	v762bn	source for female condoms: private field worker
v762bn_1	1.38984371276782	1.04037971684257	0.182330149870907	8.46763508209225e-4	0.30856684111988397	v762bn	source for female condoms: private field worker
v762bn_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bn	source for female condoms: private field worker
v762bo_0	10.1377440487637	0.656421283648781	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bo	source for female condoms: other private
v762bo_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bo	source for female condoms: other private
v762bq_0	12.4406419411164	0.430254847290689	1.268104e-100	1.01810235076827e-4	9.69668006282722e-100	v762bq	source for female condoms: maternity home
v762bq_1	-12.4806746963721	0.460600382538535	4.511472e-93	9.27341858178998e-5	3.2141487102439e-92	v762bq	source for female condoms: maternity home
v762bq_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bq	source for female condoms: maternity home
v762bs_0	14.5267968794614	0.271881988300987	8.944369e-186	7.28426064790177e-4	2.80930127408602e-184	v762bs	source for female condoms: shop
v762bs_1	-14.5331726952241	0.273596485244759	7.142874e-185	7.1917563910584e-4	2.21961010148936e-183	v762bs	source for female condoms: shop
v762bs_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bs	source for female condoms: shop
v762bt_0	10.1377440487637	0.656421283648781	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bt	source for female condoms: church
v762bt_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bt	source for female condoms: church
v762bu_0	11.3467264229088	0.457733312219815	2.813869e-83	6.80340244716415e-5	1.81441751633554e-82	v762bu	source for female condoms: friends, relatives
v762bu_1	-11.3863559971367	0.507169576277893	3.686144e-73	5.89673597547469e-5	2.08667182635659e-72	v762bu	source for female condoms: friends, relatives
v762bu_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bu	source for female condoms: friends, relatives
v762bx_0	10.1377440487637	0.656421283648781	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bx	source for female condoms: other
v762bx_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bx	source for female condoms: other
v762bz_0	0.484005262455987	0.387775981943183	0.212692936581044	8.97121833199233e-4	0.350211988586939	v762bz	source for female condoms: dk source for condom
v762bz_1	-0.482860844842933	0.387801258301495	0.213804160898886	8.92851679993423e-4	0.351645244361287	v762bz	source for female condoms: dk source for condom
v762bz_9	-10.1377440471299	0.656421283080314	1.169044e-42	9.0502218954569e-6	4.04115683313609e-42	v762bz	source for female condoms: dk source for condom
v763a_0	13.4898472256932	0.256892552957021	4.212958e-183	5.13344472388932e-4	1.25571942020408e-181	v763a	had any std in last 12 months
v763a_1	-13.4873619468926	0.284311486024539	1.075225e-167	3.65868748099518e-4	2.22746966312057e-166	v763a	had any std in last 12 months
