name,var,var_lbl,lvl_lbl,gender,beta,se,zval,pvalue,tau2,H2,k,I2,QE,QEp,mean_r2,num_surveys,beta_mv,se_mv,pvalue_mv,pct_diff,num_country,num_country_bin,odds_ratio,sig
hv014,hv014,number of children 5 and under (de jure),NA,f,-0.23310938202620865,0.019010921341241598,-12.261866631393065,1.4511801456274322e-34,0.011539704920190064,3.8555841871081085,50,74.06359318145111,188.92362516829732,2.6074795385409734e-18,0.003891093989862105,"(40,50]",-0.14085115917697985,0.01666344509680897,2.8463407298266007e-17,-39.577224240102076,29,"(20,30]",0.7920669309000328,TRUE
hv226_7,hv226,type of cooking fuel,[7]charcoal,f,0.10060507767648719,0.1390214788202121,0.7236657136023817,0.46927098732977846,0.7901556833951083,27.03567760539175,46,96.30118388525032,1216.6054922426288,2.0632980900226025e-225,0.0038437325642029477,"(40,50]",-0.10765224722949095,0.1458500206091685,0.46045223804480984,-207.00478516170443,29,"(20,30]",1.1058398346797218,FALSE
v763b_0,v763b,had genital sore/ulcer in last 12 months,[0]no,f,-0.3192855646589697,0.3228951930433184,-0.9888210525826426,0.32275070205046785,5.100392004020921,112.54530487239582,50,99.11146893143717,5514.719938747396,0,0.003815053126949593,"(40,50]",-0.15020463855637445,0.38145412913696947,0.6937519273033965,-52.95601956925028,29,"(20,30]",0.7266680089724898,FALSE
v201,v201,total children ever born,NA,f,0.042932069044897686,0.009999528570190257,4.2934093086031195,1.7595020447400666e-5,0.004188180509121052,11.464888222851888,50,91.27771696886853,561.7795229197425,3.0844240855222645e-88,0.0036878096658748893,"(40,50]",-0.10476924944271461,0.011578443332666092,1.4475037464297845e-19,-344.0349411838236,29,"(20,30]",1.043866981560979,FALSE
hv101_05_3,hv101_05,relationship to head,[3]son/daughter,f,-0.50761224302231,0.037500698524400265,-13.536074339842662,9.577195152051142e-42,0.030216780371243576,2.173442194425329,50,53.99003467564473,106.4986675268411,3.843459781218833e-6,0.0035824270017091515,"(40,50]",-0.5129291934511706,0.04451286175982488,1.0083393421716032e-30,1.0474432998707077,29,"(20,30]",0.6019311295116946,TRUE
v825_0,v825,would buy vegetables from vendor with hiv,[0]no,f,-0.5228762751657062,0.05702855638786198,-9.16867457786457,4.788704890811894e-20,0.11699656181083301,6.324371999330207,49,84.18815338335718,303.56985596784995,8.075702191939151e-39,0.003447531122252794,"(40,50]",-0.3845554542273595,0.05398814725666695,1.0563290459026217e-12,-26.453833824170182,29,"(20,30]",0.5928130001484685,TRUE
hv113_05_0,hv113_05,father alive,[0]no,f,0.7521032726109397,0.0553322433939299,13.592495559170613,4.436899210343958e-42,0.04888537118147685,1.808033830372315,47,44.69130039485613,83.16955619712648,6.490025716934662e-4,0.0033872319755802135,"(40,50]",0.7380882778546268,0.06517424555722612,9.885272791437816e-30,-1.863440203851201,29,"(20,30]",2.1214573305950113,TRUE
v763a_0,v763a,had any sti in last 12 months,[0]no,f,-0.8100818242751571,0.07613661910233989,-10.639844976387467,1.9445259698141528e-26,0.18182107429720235,3.894042384680772,50,74.31974536450818,190.8080768493578,1.279220234584864e-18,0.0031663729838872093,"(40,50]",-0.762693692215814,0.08888872676064628,9.460982817958624e-18,-5.849795741528325,29,"(20,30]",0.4448216675232936,TRUE
hv101_3,hv101,relationship to head,[3]son/daughter,f,-0.4509236402425464,0.052456712817515135,-8.596109363756861,8.246421825506214e-18,0.0759611353450683,3.8283481615231842,45,73.87907374646589,168.4473191070201,1.8632444988339928e-16,0.0030724616001840846,"(40,50]",-0.0447579997870535,0.03145328837646457,0.15473642780622676,-90.07415096645217,29,"(20,30]",0.6370394845013257,TRUE
hv225_0,hv225,share toilet with other households,[0]no,f,-0.3599660628320752,0.03998981782374929,-9.00144292776191,2.227702675766622e-19,0.03970175575516083,2.832559725795889,48,64.69624308737139,133.13030711240677,3.6254306412980675e-10,0.003059825599702228,"(40,50]",-0.29825060608271275,0.03337394864273127,4.0122169678384306e-19,-17.144798669021426,29,"(20,30]",0.6977000036314385,TRUE
hv118_01_0,hv118_01,eligibility for male interview,[0]not eligible,f,0.4157007446017239,0.04095124674160434,10.151113279278835,3.2760469396601553e-24,0.049541942504913235,3.9521309302951755,48,74.69719456067433,185.75015372387324,2.1473800882529864e-18,0.0029255274455290787,"(40,50]",0.36090244490447565,0.04107928090284729,1.5565630399728467e-18,-13.182150960482309,29,"(20,30]",1.5154322997110337,TRUE
v785_0,v785,heard about other stis,[0]no,f,-0.5710637492238791,0.042131937607272914,-13.55417722647773,7.48466747071419e-42,0.04230313522589696,2.3856123202057566,50,58.08204076034655,116.89500369008208,1.782287868806889e-7,0.002759091078360396,"(40,50]",-0.3286200973957515,0.03957840412116947,1.0150174634275903e-16,-42.45474382809761,29,"(20,30]",0.5649241813032776,TRUE
v763c_0,v763c,had genital discharge in last 12 months,[0]no,f,-0.5275801119778105,0.061636928570295055,-8.559480886139895,1.1337686147467339e-17,0.12322063276318314,3.9609891886535062,50,74.75378112960873,194.0884702440218,3.6836355765128395e-19,0.0027225817242551866,"(40,50]",-0.47188906014396365,0.06815521740442708,4.398704051857503e-12,-10.555942229336573,29,"(20,30]",0.5900310525788343,TRUE
hv101_04_3,hv101_04,relationship to head,[3]son/daughter,f,-0.4532526290319253,0.03571013299261039,-12.692549454400472,6.503381710911517e-37,0.028991854756747527,2.3199215652867933,50,56.8950944306439,113.67615669905287,4.7055880900727953e-7,0.0026297833345352256,"(40,50]",-0.48625395756833295,0.04079307134818257,9.309355332549267e-33,7.281001018547463,29,"(20,30]",0.6355575530542502,TRUE
hv113_07_0,hv113_07,father alive,[0]no,f,-0.34171616470369326,0.6418135322309684,-0.5324228105877962,0.5944331900387028,19.00140295732942,177.25645750704774,47,99.43584565884701,8153.797045324196,0,0.002452662574475109,"(40,50]",-0.9445621535845232,0.7746205576098028,0.22269738299311526,176.41717049106117,29,"(20,30]",0.7105498552187541,FALSE
v501_4,v501,current marital status,[4]divorced,f,0.060263827501759695,0.43530877827283027,0.13843926543560137,0.8898932664330712,9.001621502688952,135.31778186335706,49,99.26099882348811,6495.25352944114,0,0.0024241253296460935,"(40,50]",-0.23963394189573559,0.4316929570027185,0.5788243909233418,-497.6414241009473,29,"(20,30]",1.0621167251865022,FALSE
v511,v511,age at first cohabitation,NA,f,0.03371316991489591,0.004237897191395287,7.955164647067848,1.788934451948515e-15,4.775904930845809e-4,3.271617690744761,50,69.43408140783232,160.30926684649327,9.526641928031883e-14,0.002234380880266816,"(40,50]",0.016951674441181473,0.00442423016428957,1.273366919733664e-4,-49.717945586328554,29,"(20,30]",1.0342878992916664,TRUE
hv011,hv011,number of eligible men in household,NA,f,-0.1539824110991314,0.0184750231868084,-8.334626135088072,7.77434545584289e-17,0.00948735743271668,3.019065374290856,50,66.8771664066768,147.93420334025194,7.257978559486014e-12,0.0021347739675438146,"(40,50]",-0.20457897667601868,0.02161180461363351,2.9055507516339137e-21,32.85866562013632,29,"(20,30]",0.85728709961666,TRUE
hv270_1,hv270,wealth index combined,[1]poorest,f,-0.4622559568113432,0.06002683718772097,-7.7008214736641465,1.3519426203926492e-14,0.11630369101492508,4.823416661062385,50,79.26780806492167,236.34741639205686,2.3817471145893423e-26,0.002126838341120665,"(40,50]",-0.20892911257621433,0.10604471995116518,0.048815663868310065,-54.80228875417546,29,"(20,30]",0.6298611020685521,TRUE
hv101_07_5,hv101_07,relationship to head,[5]grandchild,f,0.3890545606485153,0.053308421190249033,7.298182012557514,2.9168189367806887e-13,0.04914179141577908,1.8055589567712915,50,44.61548894597137,88.4723888817933,4.7123895287133405e-4,0.0021098153406731305,"(40,50]",0.40988565916868175,0.06382495915844018,1.3447089611052746e-10,5.354287194434397,29,"(20,30]",1.4755850580144914,TRUE
hv101_06_5,hv101_06,relationship to head,[5]grandchild,f,0.1806126688877424,0.30568229326387714,0.5908509353266018,0.5546203032526692,4.538721577545263,93.48764879658671,50,98.9303399830112,4580.894791032749,0,0.0019988324866940356,"(40,50]",0.18180537812204284,0.3213664410885745,0.5715800009419408,0.6603685343035046,29,"(20,30]",1.1979510856936049,FALSE
hv101_07_10,hv101_07,relationship to head,[10]other relative,f,-0.33368225878087177,0.43118514357352444,-0.7738723463786809,0.4390062843038783,9.059445701115688,102.90616328957633,50,99.02824090605147,5042.40200118924,0,0.0019908431263628438,"(40,50]",-0.8868665832924062,0.6224522896681155,0.15421661986929527,165.7817609280837,29,"(20,30]",0.716281338178973,FALSE
hv210_0,hv210,has bicycle,[0]no,f,0.3471428788159277,0.03965825842496909,8.753356617328519,2.0709895660204626e-18,0.03340364349232373,2.3746872343071788,50,57.88919123525113,116.35967448105177,2.0970659756131707e-7,0.0019407487814376136,"(40,50]",0.2999035288191896,0.039197870766506354,1.9939782745396146e-14,-13.608042359349898,29,"(20,30]",1.4150188871508782,TRUE
hv010,hv010,number of eligible women in household,NA,f,-0.08660498601478958,0.021576036981311917,-4.013943157856213,5.971273221166861e-5,0.01565537806491918,4.783795299293425,49,79.09609551755482,229.62217436608444,1.5894545737464473e-25,0.0018026225867879184,"(40,50]",-0.12176784771350589,0.019808354845694195,7.881428484715534e-10,40.60142875920739,29,"(20,30]",0.917039267432603,FALSE
hv208_0,hv208,has television,[0]no,f,-0.2433233532301761,0.059888285465704905,-4.062954070867757,4.845556651726731e-5,0.13341899055324716,7.118732857391532,50,85.95255616367625,348.81791001218505,7.835989671453626e-47,0.0017853764619951767,"(40,50]",0.2180566569246816,0.03340343802837982,6.666683756657593e-11,-189.61600028518717,29,"(20,30]",0.7840179580404849,FALSE
hv117_02_0,hv117_02,eligibility for female interview,[0]not eligible,f,0.3343148544435186,0.04099838357079629,8.154342325868077,3.5108512069604017e-16,0.048096720270046904,3.839033029683814,48,73.95177399444357,180.43455239513926,1.6085167646036332e-17,0.0017093627619133884,"(40,50]",0.34577039253180325,0.03858469283343056,3.207683368197908e-19,3.42657166919875,29,"(20,30]",1.3969829206180704,TRUE
hv106_08_2,hv106_08,highest educational level attained,[2]secondary,f,-0.6358611511201794,0.4905829982192835,-1.2961336887503767,0.19492943025811205,11.686292380443312,70.84588096482324,50,98.5884853341064,3471.4481672763386,0,0.001685100826399396,"(40,50]",-0.6902270010524209,0.47026585550368327,0.14217544210185273,8.549956202933082,29,"(20,30]",0.5294793302169005,FALSE
hv104_02_1,hv104_02,sex of household member,[1]male,f,0.41703206850935765,0.04194998567925334,9.9411730840138,2.7556268608198235e-23,0.040414302162570685,2.6744670302679685,48,62.60937268313213,125.69995042259454,4.208243343779851e-9,0.0016059155642789446,"(40,50]",0.31580839207856476,0.04230728591103701,8.353166027484698e-14,-24.2723963153739,29,"(20,30]",1.5174511745520187,TRUE
hv101_03_3,hv101_03,relationship to head,[3]son/daughter,f,-0.33378618725929876,0.035428989045002975,-9.421273263973562,4.4565061606963045e-21,0.029955823057245753,2.4876001796730276,50,59.80061393421185,121.89240880397836,3.820922693249375e-8,0.0015956851532703184,"(40,50]",-0.3532172165984839,0.040384150354016456,2.202052764890192e-18,5.821400070126417,29,"(20,30]",0.7162069000175598,TRUE
hv101_06_10,hv101_06,relationship to head,[10]other relative,f,-0.5204541635119468,0.4243514602315994,-1.2264695948681246,0.2200220104164432,8.826704402161178,122.23491778371485,50,99.18190315980789,5989.510971402027,0,0.001547570914227033,"(40,50]",-0.8063982687650244,0.4526060262358388,0.0748017315852898,54.94126578286347,29,"(20,30]",0.5942505997351629,FALSE
v532_0,v532,flag for v531,[0]no flag,f,0.04732073681089942,0.23728384355424453,0.19942671233779813,0.8419289667058354,2.688868728731661,114.58394880473962,49,99.1272774150033,5500.0295426275015,0,0.0015342448846283304,"(40,50]",0.24533304606134232,0.2507628745301268,0.32790284990712654,418.4472233425464,29,"(20,30]",1.0484582343073026,FALSE
hv117_08_0,hv117_08,eligibility for female interview,[0]not eligible,f,0.4920221872007344,0.35816083635631574,1.3737464771587893,0.1695204025380774,5.8913324321587845,42.26841963678941,48,97.63416752130088,1986.6157229291025,0,0.001497170150436059,"(40,50]",0.4837486513721494,0.3777703151347887,0.2003565403759363,-1.6815371427974963,29,"(20,30]",1.6356204086409898,FALSE
hv270_2,hv270,wealth index combined,[2]poorer,f,-0.28649323455344006,0.054027184087835446,-5.302760811810397,1.140643323767888e-7,0.09154467213450385,4.353735463746659,50,77.03121817283225,213.3330377235863,2.1892316491961903e-22,0.0014762472799157056,"(40,50]",-0.08085597872984886,0.09852164093250636,0.41182140384263116,-71.77735144221472,29,"(20,30]",0.7508921586346772,TRUE
hv270_4,hv270,wealth index combined,[4]richer,f,0.13566586514984716,0.0473369662027176,2.8659602850099555,0.004157463989499465,0.06786479309945566,4.036743532690542,50,75.22755676941688,197.80043310183655,8.934505906688008e-20,0.0014442716406914931,"(40,50]",0.06760273662722768,0.06783550883922256,0.3189739639894118,-50.16967860518313,29,"(20,30]",1.1452991452953565,FALSE
hv101_05_5,hv101_05,relationship to head,[5]grandchild,f,0.3922891595450191,0.03990279022684229,9.831121014718647,8.269309362968408e-23,0.01890730974741655,1.4320683424724714,50,30.170930370997784,70.1713487811511,0.025238758612258324,0.001361593009856907,"(40,50]",0.4619273559890261,0.04880873789740762,2.962984699879456e-21,17.751751418462373,29,"(20,30]",1.4803657113947335,TRUE
v828_0,v828,received result from last hiv test,[0]no,f,0.008650576156121007,0.07034796850014031,0.12296838616034453,0.9021321321218129,0.061800430280197466,1.5449861898136923,43,35.27450234874989,64.88941997217508,0.013239301265263074,0.0013130705147385375,"(40,50]",0.2109433624143177,0.07813529199318422,0.006939798372041253,2338.4891665864084,29,"(20,30]",1.008688100514431,FALSE
v510_1,v510,completeness of date information in v509,[1]month and year - information complete,f,-0.182604916527597,0.04787364978363311,-3.8143094865941345,1.3656424029742146e-4,0.06370188699654677,3.1376370559573323,50,68.12888227141086,153.74421574190927,9.66401797098046e-13,0.0013102891767956802,"(40,50]",-0.19300332682450833,0.04381719192953024,1.0591095192912876e-5,5.694485392095025,29,"(20,30]",0.8330972336741127,FALSE
hv101_2,hv101,relationship to head,[2]wife or husband,f,-0.19460429143739622,0.04005748149755963,-4.85812597702259,1.185020067438232e-6,0.04453782761105548,3.924046107726845,45,74.51609964442316,172.65802873998118,3.7821037957076265e-17,0.0012919609419600783,"(40,50]",-0.42410310167042237,0.03154678030554511,3.3558326148588335e-41,117.93101197198183,29,"(20,30]",0.8231603252062087,FALSE
v513_1,v513,cohabitation duration (grouped),[1]0-4,f,-0.14957180722062796,0.05708637112933335,-2.620096605576173,0.008790486108910357,0.10284063861968976,4.509512566834586,50,77.82465432396076,220.96611577489472,1.0901332981689e-23,0.001251741562085818,"(40,50]",0.2208977172914165,0.05163369554213385,1.884362524415338e-5,-247.68673414875457,29,"(20,30]",0.861076604281972,FALSE
v756_0,v756,a healthy looking person can have hiv,[0]no,f,-0.4118990070763662,0.03369980476832504,-12.222593273404252,2.3545206849911377e-34,0.006669608105363564,1.1461034016248512,50,12.747837709731769,56.159066679617716,0.22443227171966906,0.001203897604237847,"(40,50]",-0.23884537591383248,0.04117548865263128,6.605091154888381e-9,-42.01360726525119,29,"(20,30]",0.6623911694949798,TRUE
hv106_1,hv106,highest educational level attained,[1]primary,f,0.12450754916780037,0.046242177605626024,2.692510509121271,0.0070916300564408995,0.07017079133421977,5.058415384281289,50,80.23096317658218,247.86235382978313,2.2756430556925473e-28,0.0011687340207157334,"(40,50]",0.13902832152104969,0.03436773460638409,5.2252756297291267e-5,11.662563796577102,29,"(20,30]",1.1325905705442383,FALSE
hv101_08_10,hv101_08,relationship to head,[10]other relative,f,-1.019800024178123,0.5779371297691966,-1.7645518372999975,0.07763911601862733,16.40158200613829,145.85111577237942,50,99.31436931784559,7146.704672846592,0,0.0011414903714189691,"(40,50]",-1.8265329081101973,0.7742172341506388,0.018314407220962326,79.1069685041669,29,"(20,30]",0.3606670576532399,FALSE
hv106_03_2,hv106_03,highest educational level attained,[2]secondary,f,0.002132421286250995,0.04910320863715587,0.04342733082899627,0.9653608913967564,0.06536198615762964,3.426292105711382,49,70.8139303612476,164.46202107414632,1.1497997067574146e-14,0.0011414164470389646,"(40,50]",-0.24053686777479896,0.04092427231713744,4.16234853433803e-9,-11379.98812081295,29,"(20,30]",1.0021346965134823,FALSE
v513_2,v513,cohabitation duration (grouped),[2]5-9,f,0.1778579196887469,0.04114688348271372,4.322512536422523,1.5426231494770586e-5,0.04134594056483463,2.529054966444904,50,60.45953871039421,123.9236933558003,2.0213470978117084e-8,0.0011304172326632544,"(40,50]",0.35528314606895234,0.040282723650186564,1.1472587446151432e-18,99.75671968428583,29,"(20,30]",1.1946555721405543,FALSE
hv101_05_10,hv101_05,relationship to head,[10]other relative,f,-0.21614102739912422,0.3920767951715814,-0.5512721743824094,0.5814471102332293,7.5089224103187755,121.8214032205636,50,99.1791261850847,5969.248757807616,0,0.0010996284099515966,"(40,50]",-0.3556544835406197,0.41807495807774964,0.394938526177648,64.54741971956628,29,"(20,30]",0.8056216791316221,FALSE
hv109_2,hv109,educational attainment,[2]complete primary,f,-0.17818214571410185,0.23036466458266117,-0.7734786323974838,0.43923916970058924,2.494811378608291,90.24335131434066,50,98.89188512457085,4421.924214402692,0,0.0010860625147800754,"(40,50]",-0.2997610397049985,0.23039476908632087,0.19323253821960662,68.23292732481364,29,"(20,30]",0.8367899918961816,FALSE
hv209_0,hv209,has refrigerator,[0]no,f,-0.0630540844901717,0.05934473248531407,-1.0625051600961481,0.28800641670004806,0.10236837742768444,4.353519104428912,50,77.03007668020379,213.3224361170167,2.198328299712017e-22,0.0010593005425496701,"(40,50]",0.3013752153793428,0.05370277561577178,2.0010396354039128e-8,-577.9630341414575,29,"(20,30]",0.9388926927833008,FALSE
hv106_01_2,hv106_01,highest educational level attained,[2]secondary,f,0.2563717984033923,0.03739182050553048,6.856360426887302,7.063702724760393e-12,0.03143131325430057,2.5984887182665277,48,61.516092297406324,122.12896975852682,1.3321431906126041e-8,0.001051451466164181,"(40,50]",0.06224533017943541,0.031052540927424176,0.04501476286631361,-75.7206796663748,29,"(20,30]",1.292233088834703,TRUE
hv117_07_0,hv117_07,eligibility for female interview,[0]not eligible,f,0.14386243836616258,0.17429446255594383,0.8253987892471719,0.4091452220819572,1.254271530463231,13.960839793331035,48,92.83710711673884,656.1594702865586,2.6779260567659128e-108,0.0010334297886038608,"(40,50]",0.34460114918124135,0.2089337978132296,0.09907968576361142,139.53517894931903,29,"(20,30]",1.1547252517066042,FALSE
hv104_08_1,hv104_08,sex of household member,[1]male,f,0.20920886646512907,0.11160556445729514,1.8745379541105314,0.060856315902460274,0.4597270477983518,7.427585000969952,48,86.53667376584163,349.09649504558774,9.289777127531925e-48,0.0010206105350999393,"(40,50]",0.3070710522590994,0.14855072278489315,0.038723556860597225,46.77726496371128,29,"(20,30]",1.2327024418452655,FALSE
hv106_07_2,hv106_07,highest educational level attained,[2]secondary,f,-0.3936622489864281,0.38118183190702115,-1.0327413744169507,0.3017249456834893,6.720869760658213,68.03330900440925,48,98.53013176246478,3197.5655232072345,0,9.62610041141882e-4,"(40,50]",-0.7996763481050841,0.38908624233659656,0.03985316479384728,103.13767707318407,29,"(20,30]",0.6745818584744979,FALSE
hv102_07_0,hv102_07,usual resident,[0]no,f,-2.3177679892758305,0.8075206257719044,-2.870227602001236,0.004101764372815646,30.928584133887664,197.39587087134737,48,99.49340379026887,9277.605930953327,0,9.553280820090068e-4,"(40,50]",-3.1771182458288596,0.9182210401729874,5.400149504316665e-4,37.076629780426245,29,"(20,30]",0.09849317827676773,FALSE
hv117_06_0,hv117_06,eligibility for female interview,[0]not eligible,f,0.23517021515523268,0.24494342952984127,0.9601001162049217,0.3370048300022441,2.7381015574668006,42.40686598722476,48,97.64189129113844,1993.1227013995635,0,9.432903273350426e-4,"(40,50]",0.36595823479169187,0.26765212212504047,0.17153423204570095,55.614193978658314,29,"(20,30]",1.2651240937005832,FALSE
hv106_02_1,hv106_02,highest educational level attained,[1]primary,f,0.14961146951017093,0.04159552086860849,3.59681682993614,3.221351555008125e-4,0.04744833720970747,3.702732998848472,48,72.99292170645322,174.0284509458782,1.775811696125956e-16,9.374419922593972e-4,"(40,50]",0.14968217286241933,0.0395401551415977,1.533543518478564e-4,0.04725797592917556,29,"(20,30]",1.1613829223823906,FALSE
hv106_04_0,hv106_04,highest educational level attained,"[0]no education, preschool",f,-0.018130859400205375,0.042335463801585746,-0.42826646438030175,0.6684571316343294,0.048722621746627844,3.0199486221820293,49,66.88685388039941,144.9575338647374,1.1407045701247616e-11,9.35781973806905e-4,"(40,50]",0.22366269291687318,0.02744687366045079,3.671538869945975e-16,-1333.6022688165554,29,"(20,30]",0.9820325157636869,FALSE
hv117_04_0,hv117_04,eligibility for female interview,[0]not eligible,f,0.09249033423565317,0.04300542242921797,2.1506667999339326,0.031502508645159924,0.03989455807895803,2.2870986588125795,48,56.27648172732601,107.49363696419123,1.2253886097073807e-6,9.327451888154828e-4,"(40,50]",0.11139098028215016,0.04125817694763547,0.006937028405493798,20.435266239108447,29,"(20,30]",1.0969025391076093,FALSE
v767a_4,v767a,relationship with most recent sex partner,[4]casual acquaintance,f,-2.6177322655726583,0.9657507386319822,-2.71056718970856,0.0067168238380667915,46.19572851972914,190.74820612091116,50,99.47574867395286,9346.662099924648,0,9.318849033715271e-4,"(40,50]",-3.505712788139701,1.0560423306102635,9.012368587599698e-4,33.921747240747216,29,"(20,30]",0.0729681477261729,FALSE
v754jp_0,v754jp,can get hiv from mosquito bites,[0]no,f,0.015397970781803012,0.03894987547267446,0.39532785650638497,0.6926009437025283,0.04336957049077967,3.3847244117441284,50,70.45549715863852,165.8514961754623,1.3080574161062637e-14,9.296983291673261e-4,"(40,50]",-0.03379717628698657,0.03699482770122872,0.3609455138517971,-319.49110545739796,29,"(20,30]",1.0155171303535082,FALSE
hv106_03_1,hv106_03,highest educational level attained,[1]primary,f,0.1331053999596038,0.030336967417632123,4.387564456500082,1.146270290913255e-5,0.017349283647587605,1.9612898073457918,49,49.0131445003889,94.14191075259801,7.845384239496954e-5,9.271561245489081e-4,"(40,50]",0.08557168787980318,0.035250269405117905,0.015201314528931368,-35.71133259373897,29,"(20,30]",1.1423703977795128,FALSE
hv106_06_2,hv106_06,highest educational level attained,[2]secondary,f,-0.10159993671558444,0.24067793025732154,-0.4221406449978964,0.6729223622347225,2.6683403896092552,37.8315148234326,49,97.35670114012827,1815.9127115247647,0,9.16939775862495e-4,"(40,50]",-0.38942445278459326,0.27204131012289245,0.15228979118818559,283.2920229810137,29,"(20,30]",0.9033908929121046,FALSE
hv111_03_0,hv111_03,mother alive,[0]no,f,-1.2265558288470868,0.6790198761634928,-1.8063621874770563,0.07086178389176431,21.30879961462908,180.82547537827494,47,99.44698057731739,8317.971867400647,0,9.151682497797421e-4,"(40,50]",-1.3553592111744175,0.7260628507574378,0.061940089969520225,10.501224591497046,29,"(20,30]",0.29330101897044747,FALSE
hv121_05_0,hv121_05,member attended school during current school year,[0]no,f,0.09132303036053735,0.032450828864043546,2.8141971578952765,0.004889922759321184,0.016116241646079287,1.652188492955041,48,39.4742183313819,77.65285916888693,0.0032477857479398724,8.949674958610111e-4,"(40,50]",0.2129856892924166,0.033306934415059136,1.6093128792787034e-10,133.22231911442603,29,"(20,30]",1.0956228675511743,FALSE
hv118_08_0,hv118_08,eligibility for male interview,[0]not eligible,f,0.5190439789060969,0.3951099000844142,1.3136698898083912,0.1889573179327113,7.086477336567716,41.20651665286275,48,97.57319938391218,1936.7062826845495,0,8.465318055420912e-4,"(40,50]",0.880100996713501,0.6781417240899671,0.1943516766942888,69.56193164370083,29,"(20,30]",1.6804203642070814,FALSE
