name,var,var_lbl,lvl_lbl,gender,beta,se,zval,pvalue,tau2,H2,k,I2,QE,QEp,mean_r2,num_surveys,num_country,num_country_bin,odds_ratio,sig
hv104_07_1,hv104_07,sex of household member,[1]male,m,-0.35777983469335917,0.18418265104303752,-1.9425273372232958,0.05207329380974479,1.4143567572632691,17.153438543627836,48,94.17026506110356,806.2116115505082,7.094271276816753e-139,0.0013732912419318944,"(40,50]",29,"(20,30]",0.6992270035886938,FALSE
hv106_01_2,hv106_01,highest educational level attained,[2]secondary,m,0.3237264184072318,0.04624457372546111,7.000311438247643,2.553941482803165e-12,0.04403747685290752,2.4037581177096645,48,58.39847642603847,112.97663153235423,2.3451916288656915e-7,0.0013179786867469206,"(40,50]",29,"(20,30]",1.3822690920056668,TRUE
hv208_0,hv208,has television,[0]no,m,-0.22978364429143647,0.06412350166065385,-3.58345440190506,3.3907997912063103e-4,0.1319320103959444,4.722141823921481,50,78.82316886514954,231.3849493721526,1.7384819647645318e-25,0.0013104506578755447,"(40,50]",29,"(20,30]",0.7947055229811989,FALSE
hv113_07_0,hv113_07,father alive,[0]no,m,-3.6310432210361356,0.9886353310330607,-3.6727831861338878,2.399230385185384e-4,45.49211964484775,245.90274511914043,47,99.59333516203102,11311.526275480459,0,0.0013023869378049873,"(40,50]",29,"(20,30]",0.026488536591420614,FALSE
hv106_04_0,hv106_04,highest educational level attained,"[0]no education, preschool",m,0.1599338681070559,0.05439790078836385,2.9400742636978197,0.0032813359020247,0.07600374402263038,2.813742795769922,49,64.4601488983512,135.05965419695625,3.267481987478502e-10,0.0012716634917625807,"(40,50]",29,"(20,30]",1.1734332670625967,FALSE
hv106_08_2,hv106_08,highest educational level attained,[2]secondary,m,-2.158471497547079,0.8145471173512491,-2.649903795088017,0.008051469410402355,32.64148452658177,121.2981665428125,50,99.17558523059206,5943.610160597812,0,0.0012549009618705552,"(40,50]",29,"(20,30]",0.11550153055529676,FALSE
v756_0,v756,a healthy looking person can have hiv,[0]no,m,-0.8032083565244462,0.6393252386056935,-1.2563376322764388,0.20899358335312362,18.595876373080685,236.15123141378083,46,99.57654254266926,10626.805413620137,0,0.0012439616940692455,"(40,50]",29,"(20,30]",0.44788966672778174,FALSE
hv117_07_0,hv117_07,eligibility for female interview,[0]not eligible,m,1.0537079703160082,0.6712419865854484,1.5697885283906807,0.11646431726908568,21.233235101905194,114.15676370739949,48,99.1240116069135,5365.367894247776,0,0.0012419662032255607,"(40,50]",29,"(20,30]",2.8682668728712675,FALSE
hv101_08_10,hv101_08,relationship to head,[10]other relative,m,-2.4322156740601595,0.8079145819247716,-3.0104861683096016,0.002608298274006286,32.190073746628066,153.3785788491588,50,99.3480184733075,7515.550363608781,0,0.0012217372096293088,"(40,50]",29,"(20,30]",0.0878419875922876,FALSE
hv101_08_8,hv101_08,relationship to head,[8]brother/sister,m,-3.3676273948411675,1.0545583776994714,-3.1934006367553374,0.001406077181854554,54.96387514400035,137.72515209433706,50,99.27391621298408,6748.532452622516,0,0.001220312834593231,"(40,50]",29,"(20,30]",0.03447132724506408,FALSE
hv117_02_0,hv117_02,eligibility for female interview,[0]not eligible,m,-0.21477945309078617,0.04207900189140408,-5.104195523579218,3.322046667141723e-7,0.031918781091185816,1.9808964000500064,48,49.517804163067,93.1021308023503,7.153775974318536e-5,0.0012186204512190987,"(40,50]",29,"(20,30]",0.8067193400160195,TRUE
hv101_07_5,hv101_07,relationship to head,[5]grandchild,m,-1.760636142464466,0.6353255196267531,-2.7712347262531196,0.005584415435007151,19.83038224279309,166.0138963757289,50,99.39764078680693,8134.680922410717,0,0.0012056844389902645,"(40,50]",29,"(20,30]",0.17193545358331883,FALSE
hv101_07_3,hv101_07,relationship to head,[3]son/daughter,m,0.04946473549086046,0.2366459159543619,0.20902425166044247,0.8344293066718191,2.567217581215224,28.793085435462316,50,96.5269439350589,1410.8611863376536,3.0790434354604635e-263,0.001188017497994517,"(40,50]",29,"(20,30]",1.0507085388406228,FALSE
hv270_1,hv270,wealth index combined,[1]poorest,m,-0.3070881862239334,0.06500220188441062,-4.7242735987622275,2.3093933170399495e-6,0.11598935468069144,3.4440653814831803,50,70.96454656823758,168.75920369267584,4.5685997376132905e-15,0.0011789946428590213,"(40,50]",29,"(20,30]",0.7355857295190484,FALSE
hv113_04_0,hv113_04,father alive,[0]no,m,-3.066583539815982,0.8804899599527648,-3.4828148863622403,4.961713239070914e-4,36.037140969192286,296.51905634956836,47,99.6627535470027,13639.876592080145,0,0.0011443869727632214,"(40,50]",29,"(20,30]",0.04658002211199518,FALSE
hv106_03_0,hv106_03,highest educational level attained,"[0]no education, preschool",m,0.1021958365464233,0.0562083981764893,1.818159560881589,0.06903974877971089,0.08589484247557971,3.048462080751544,49,67.19657409176406,146.3261798760741,7.1131209505975875e-12,0.0010832408597188062,"(40,50]",29,"(20,30]",1.1076003591191486,FALSE
v513_1,v513,cohabitation duration (grouped),[1]0-4,m,0.058755286228650595,0.06773079535238054,0.8674825966972131,0.385677643242246,0.12728491732210262,3.3763425527281345,50,70.3821521547929,165.4407850836786,1.516751787913347e-14,0.001040195715497392,"(40,50]",29,"(20,30]",1.0605156861900251,FALSE
hv010,hv010,number of eligible women in household,NA,m,-0.10597620604307172,0.020346263742007646,-5.208632277004713,1.9023770710784022e-7,0.00891493171896248,2.1606162482994176,49,53.716908276188235,103.70957991837203,5.640638061763009e-6,0.0010322362300733087,"(40,50]",29,"(20,30]",0.8994460492018683,TRUE
hv103_01_0,hv103_01,slept last night,[0]no,m,-4.68467007534501,0.9803466214067779,-4.7785854238193854,1.7653276051183004e-6,45.82229637988152,462.09514806572207,48,99.78359435190222,21718.471959088936,0,0.0010178318693184565,"(40,50]",29,"(20,30]",0.0092357812215613,FALSE
hv113_05_0,hv113_05,father alive,[0]no,m,-2.745753913282896,0.8634748068989669,-3.179888852975151,0.0014733155054774069,34.683996782991755,280.5552880841718,47,99.64356401662263,12905.543251871904,0,0.0010067365589300123,"(40,50]",29,"(20,30]",0.06419988155132277,FALSE
hv106_03_2,hv106_03,highest educational level attained,[2]secondary,m,-0.17870555485070372,0.04560211646787889,-3.918799579764678,8.8991072294435e-5,0.03146081447585841,1.7547618305638237,49,43.01220925926516,84.22856786706355,9.55349175410929e-4,9.98840040378002e-4,"(40,50]",29,"(20,30]",0.8363521229713006,FALSE
hv106_04_2,hv106_04,highest educational level attained,[2]secondary,m,-0.2386008185659906,0.05150384378201052,-4.632679836011193,3.609625421676666e-6,0.03535002968365519,1.57828631847826,49,36.640140113222785,75.75774328695648,0.006483043401459157,9.944140530518367e-4,"(40,50]",29,"(20,30]",0.7877292665185762,FALSE
hv270_2,hv270,wealth index combined,[2]poorer,m,-0.21923527566138262,0.05013532314478477,-4.372870501467749,1.2262346737327825e-5,0.05237246558957374,2.183418938975083,50,54.200269029936635,106.98752800977907,3.3411661740586873e-6,9.939441549973236e-4,"(40,50]",29,"(20,30]",0.8031327383371323,FALSE
hv106_02_2,hv106_02,highest educational level attained,[2]secondary,m,0.24928254876311878,0.04850337789207498,5.139488414967679,2.754874754960093e-7,0.04537313444101586,2.2707611514921613,48,55.96190293537123,106.72577412013159,1.5381804756362564e-6,9.919664450669737e-4,"(40,50]",29,"(20,30]",1.2831045214525663,FALSE
hv118_07_0,hv118_07,eligibility for male interview,[0]not eligible,m,1.3040281966551885,0.6261251923777,2.0826956214669514,0.037278976818078464,18.447323903787936,106.50636376245043,48,99.06108896719977,5005.79909683517,0,9.83663279485123e-4,"(40,50]",29,"(20,30]",3.68410712587519,FALSE
v754jp_0,v754jp,can get hiv from mosquito bites,[0]no,m,-0.013856849732935616,0.04536594419972958,-0.30544607805205154,0.760026432224393,0.04828364391794536,2.8031042586141783,46,64.3252655720202,126.13969163763802,1.2711974702563826e-9,9.826703861293888e-4,"(40,50]",29,"(20,30]",0.9862387144937117,FALSE
hv121_05_0,hv121_05,member attended school during current school year,[0]no,m,0.15720076480286435,0.04203441888560269,3.739810587858693,1.841589729938937e-4,0.022689925967057167,1.492751116060004,48,33.0095962252958,70.15930245482019,0.01588598479897228,9.565239283609352e-4,"(40,50]",29,"(20,30]",1.1702305314204862,FALSE
hv101_07_10,hv101_07,relationship to head,[10]other relative,m,-2.006681130254442,0.7626003990641296,-2.631366483307719,0.00850422752920086,28.743396802592006,177.43975171255525,50,99.43642842691757,8694.547833915207,0,9.402601062450324e-4,"(40,50]",29,"(20,30]",0.13443410438014364,FALSE
hv109_06_2,hv109_06,educational attainment,[2]complete primary,m,-1.944079087639122,0.8618035132374642,-2.255826366193339,0.02408150742017681,35.89763667778258,158.52267886569663,49,99.36917543460945,7609.088585553438,0,9.271786168144203e-4,"(40,50]",29,"(20,30]",0.14311896269040109,FALSE
hv101_06_3,hv101_06,relationship to head,[3]son/daughter,m,-0.17904897586396892,0.043580069872616665,-4.108505938318229,3.982269671433295e-5,0.016405685877827085,1.2575113999410523,50,20.47785808964622,61.618058597111556,0.10651996876705984,9.236674387370234e-4,"(40,50]",29,"(20,30]",0.8360649513909832,FALSE
hv207_0,hv207,has radio,[0]no,m,-0.12747471063446025,0.04135338412387639,-3.0825702257547434,0.002052213022435216,0.03843119517739153,2.448427689820175,50,59.15746239279605,119.97295680118856,6.934686246805526e-8,9.155687230535263e-4,"(40,50]",29,"(20,30]",0.8803156781776955,FALSE
hv103_07_0,hv103_07,slept last night,[0]no,m,-6.412064982169868,0.9682733843074544,-6.6221638290264675,3.5397841467259745e-11,44.54053685522651,190.74353132352516,48,99.47573582545041,8964.945972205684,0,9.069172244974857e-4,"(40,50]",29,"(20,30]",0.001641631060708602,FALSE
hv121_03_0,hv121_03,member attended school during current school year,[0]no,m,-0.11706555083277252,0.0467544505881386,-2.5038375889389988,0.012285441448418359,0.052049775783956996,2.7518700355123524,48,63.66107457491841,129.33789166908056,1.2782352974079209e-9,9.041241870730367e-4,"(40,50]",29,"(20,30]",0.8895268820243701,FALSE
hv117_06_0,hv117_06,eligibility for female interview,[0]not eligible,m,0.7916588811774993,0.6141155290762224,1.2891041566207337,0.1973618786996418,17.719011580341125,112.63156068362781,48,99.11214938874113,5293.683352130507,0,8.819786595336764e-4,"(40,50]",29,"(20,30]",2.2070546325398817,FALSE
hv104_03_1,hv104_03,sex of household member,[1]male,m,-0.21146175662166697,0.025035054299139683,-8.446626641785784,2.9984070709618524e-17,0,1,48,0,46.36520864439828,0.4987485468539055,8.726218499861549e-4,"(40,50]",29,"(20,30]",0.8094002346602337,FALSE
hv212_0,hv212,has car/truck,[0]no,m,0.7820609189630731,0.5353685101086969,1.4607899123620285,0.1440731050442297,14.042117773533919,164.98626211137483,50,99.39388892917341,8084.326843457366,0,8.706759329203796e-4,"(40,50]",29,"(20,30]",2.185972739020259,FALSE
hv270_4,hv270,wealth index combined,[4]richer,m,0.09527717124584556,0.04760206388607952,2.001534460225534,0.04533482397085813,0.049858990256047044,2.3232832059354083,50,56.957464443196166,113.84087709083501,4.479389619504745e-7,8.514333897876148e-4,"(40,50]",29,"(20,30]",1.0999636911849269,FALSE
hv101_04_3,hv101_04,relationship to head,[3]son/daughter,m,-0.11479189431473603,0.05022551577349068,-2.2855294275608786,0.02228180293671214,0.05261703114053188,2.284833170887948,50,56.233128407735215,111.95682537350946,7.847505940601602e-7,8.446145706472708e-4,"(40,50]",29,"(20,30]",0.891551661572001,FALSE
v774a_0,v774a,hiv transmitted during pregnancy,[0]no,m,-0.3917166581980017,0.3409016052747786,-1.14906076163022,0.25053092670435356,5.2429912117940365,143.5624949037486,46,99.30343924388438,6460.312270668686,0,8.238940016239779e-4,"(40,50]",29,"(20,30]",0.6758955963080889,FALSE
hv104_04_1,hv104_04,sex of household member,[1]male,m,-0.17456850820370456,0.033662252539927745,-5.185883148985468,2.1499358554093787e-7,0.010013578424919442,1.2791353769007032,48,21.822191922878226,60.11936271433305,0.09478915497383257,8.214981627108236e-4,"(40,50]",29,"(20,30]",0.8398193177454772,FALSE
hv209_0,hv209,has refrigerator,[0]no,m,-0.12732051513650905,0.06412683511163454,-1.9854482903275117,0.04709461781936693,0.09898750670080748,2.912211962951697,50,65.66184011597694,142.69838618463316,4.335822501628637e-11,8.181524201214298e-4,"(40,50]",29,"(20,30]",0.8804514293578878,FALSE
hv109_2,hv109,educational attainment,[2]complete primary,m,-0.10958456170185826,0.2723494382338376,-0.4023674967442731,0.6874135870978989,3.453916149243651,70.18065146733144,50,98.57510584599589,3438.851921899241,0,8.163559066648471e-4,"(40,50]",29,"(20,30]",0.8962063764213691,FALSE
hv109_4,hv109,educational attainment,[4]complete secondary,m,-0.9041517728904488,0.6202282111633105,-1.4577727304512744,0.14490319711299912,18.935379872278588,229.68734827172938,50,99.56462556273803,11254.68006531474,0,8.13565684223412e-4,"(40,50]",29,"(20,30]",0.40488517406983343,FALSE
hv106_06_2,hv106_06,highest educational level attained,[2]secondary,m,-1.071953021116508,0.5382252876743289,-1.9916437329587697,0.04641016138740113,13.858028384892167,116.38028949641225,49,99.1407479700153,5586.253895827788,0,8.090670336824383e-4,"(40,50]",29,"(20,30]",0.34233926828261924,FALSE
hv121_06_0,hv121_06,member attended school during current school year,[0]no,m,0.12744599786790675,0.042816357120864304,2.9765726567569812,0.0029149000395406596,0.01413197055896111,1.2318687910085693,48,18.82252336458098,57.89783317740275,0.13245047429439497,8.087009546672784e-4,"(40,50]",29,"(20,30]",1.135923524292618,FALSE
hv101_07_8,hv101_07,relationship to head,[8]brother/sister,m,-3.0566931339494117,1.0487054805134821,-2.9147298176154757,0.0035599659114114923,54.42638892228787,176.68309172838752,50,99.43401488494594,8657.471494690988,0,7.966001171358975e-4,"(40,50]",29,"(20,30]",0.047043003197311535,FALSE
hv106_07_2,hv106_07,highest educational level attained,[2]secondary,m,-1.1624687649797856,0.6065184369520453,-1.9166256030427922,0.055285512939469796,17.260470979601713,94.37626190546305,48,98.94041151894562,4435.684309556764,0,7.960215801083049e-4,"(40,50]",29,"(20,30]",0.31271321170979877,FALSE
hv121_07_2,hv121_07,member attended school during current school year,[2]attended at some time,m,-1.894681586526339,0.3634733371564338,-5.212711340394398,1.8610036165574376e-7,5.74076770463848,56.12134292820175,46,98.21814670172925,2525.4604317690782,0,7.765186690915034e-4,"(40,50]",29,"(20,30]",0.1503662060505993,FALSE
hv101_06_10,hv101_06,relationship to head,[10]other relative,m,-1.4456928158460443,0.6539655648622354,-2.210655871690422,0.027059676542345836,21.049740041259163,148.6419631995524,50,99.32724247011089,7283.456196778068,0,7.740604617065575e-4,"(40,50]",29,"(20,30]",0.23558280450364616,FALSE
hv102_07_0,hv102_07,usual resident,[0]no,m,-4.4284202987619405,1.0246235796213357,-4.32199725522472,1.5462311296379e-5,49.91738018820961,233.90414779369272,48,99.57247444757498,10993.494946303557,0,7.730189670842462e-4,"(40,50]",29,"(20,30]",0.011933325880750035,FALSE
hv104_02_1,hv104_02,sex of household member,[1]male,m,-0.4528013068256392,0.24030208835386216,-1.8843003401570801,0.05952436144564927,2.624452759770365,65.20888306519538,48,98.46646660241026,3064.8175040641827,0,7.627847345545959e-4,"(40,50]",29,"(20,30]",0.6358444590299653,FALSE
hv109_01_4,hv109_01,educational attainment,[4]complete secondary,m,-1.7390151535327674,0.8457503415942706,-2.056180255575965,0.03976514469984943,34.119993518531395,394.8282337116367,48,99.74672530619218,18556.926984446924,0,7.095331991692071e-4,"(40,50]",29,"(20,30]",0.17569334641202072,FALSE
hv101_05_3,hv101_05,relationship to head,[3]son/daughter,m,-0.1780036293643066,0.03761211454671536,-4.732614252336726,2.21646469307266e-6,0.011998985767512182,1.257860640008102,50,20.499937100062304,61.635171360397,0.10624753998804291,6.957828948006361e-4,"(40,50]",29,"(20,30]",0.8369393859253218,FALSE
hv109_01_2,hv109_01,educational attainment,[2]complete primary,m,-0.04091650672292218,0.22591056153483607,-0.18111816660954444,0.8562748255204666,2.2268273284906317,44.86974251307749,48,97.77132663574224,2108.877898114642,0,6.92400738088662e-4,"(40,50]",29,"(20,30]",0.9599092725729317,FALSE
hv104_06_1,hv104_06,sex of household member,[1]male,m,-0.008732834277974357,0.035109111157329606,-0.24873413168567882,0.803566445124855,0,1,48,0,46.302017489897246,0.5013705172162349,6.911282014360269e-4,"(40,50]",29,"(20,30]",0.9913051861633888,FALSE
hv210_0,hv210,has bicycle,[0]no,m,0.16435730907575197,0.04102166366633833,4.006597840901824,6.159961482057109e-5,0.02769522405127045,1.834454294004799,50,45.48787597117511,89.88826040623515,3.321056211548291e-4,6.880694089078943e-4,"(40,50]",29,"(20,30]",1.1786353769808229,FALSE
hv101_06_5,hv101_06,relationship to head,[5]grandchild,m,-1.5448140405642026,0.6838400530406934,-2.259028311803601,0.023881623817821544,23.014446404474818,231.74021489045631,50,99.56848231953495,11355.27052963236,0,6.619549836339763e-4,"(40,50]",29,"(20,30]",0.21335154226662487,FALSE
hv118_06_0,hv118_06,eligibility for male interview,[0]not eligible,m,0.6632302709304759,0.41509779235583966,1.5977687261750755,0.11009445711551227,8.021475347532343,70.55304490368464,48,98.58262672948398,3315.9931104731777,0,6.614406368267994e-4,"(40,50]",29,"(20,30]",1.941052343155092,FALSE
hv121_04_0,hv121_04,member attended school during current school year,[0]no,m,0.02214694159819684,0.04403181366921091,0.5029759111122649,0.6149812084856705,0.03756008838591002,2.0420514300299804,48,51.02963689874751,95.97641721140906,3.288163311071599e-5,6.578979324851702e-4,"(40,50]",29,"(20,30]",1.0223940056424743,FALSE
hv101_2,hv101,relationship to head,[2]wife or husband,m,-2.368365299188796,0.8108505518273771,-2.920840707145501,0.0034908826443006305,29.164388736998195,174.94509050917534,45,99.42839207599965,7697.583982403716,0,6.578793327358961e-4,"(40,50]",29,"(20,30]",0.09363366426700714,FALSE
v750_0,v750,ever heard of a sexually transmitted infection (sti),[0]no,m,-7.675445775264445,0.6805083229759038,-11.27898883249401,1.666504518936864e-29,20.48182879819879,167.98547171263203,45,99.40471042536899,7391.3607553558095,0,6.55221368017969e-4,"(40,50]",29,"(20,30]",4.640836344762523e-4,FALSE
